"ID","subject","phenomenon","sub_subject","Correct.sentence","Wrong.sentence","Label","URL","Generated","GPT_corr_score","GPT_wrong_score","GPT_right","GPT_GroNLP_corr","GPT_GroNLP_wrong","GPT_GroNLP_right","Llama2_corr_score","Llama2_wrong_score","Llama2_right","Llama2_chat_corr_score","Llama2_chat_wrong_score","Llama2_chat_right","GEITje_corr_score","GEITje_wrong_score","GEITje_right","GEITje_chat_corr_score","GEITje_chat_wrong_score","GEITje_chat_right","GEITj_sft_corr_score","GEITje_sft_wrong_score","GEITje_sft_right","GEITje_DPO_corr_score","GEITje_DPO_wrong_score","GEITje_DPO_right","RobBERT_corr_score","RobBERT_wrong_score","RobBERT_right","RobBERT_large_corr_score","RobBERT_large_wrong_score","RobBERT_large_right","XLMRoberta_corr_score","XLMRoberta_wrong_score","XLMRoberta_right","BERTje_corr_score","BERTje_wrong_score","BERTje_right","GPT_diff","Llama2_diff","Llama2_chat_diff","GEITje_diff","GEITje_chat_diff","GEITje_DPO_diff","RobBERT_diff","RobBERT_large_diff","XLMRoberta_diff","BERTje_diff","GPT_GroNLP_diff","GEITje_sft_diff"
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De maan schijnt.","Er schijnt een maan.","uitgesloten","https://e-ans.ivdnt.org/topics/pid/ans140301lingtopic","ANS",-5.61158394813538,-7.16570821404457,"True",-6.00539676348368,-5.83905756473541,"False",-3.50024673505686,-3.58511208038544,"True",-4.3153899492962,-5.03587747365236,"True",-2.8925572570879,-3.08158291131258,"True",-3.74050346649684,-3.96324041485786,"True",-3.05716369030831,-3.14142419397831,"True",-3.09887791584645,-3.15515357255936,"True",-12.1025341351827,-12.4532902581351,"True",-20.1879849433899,-16.404057272843,"False",-2.57068043894287,-1.54012002975813,"False",-6.52423086886605,-5.58958533619131,"False",1.55412426590919,0.0848653453285806,0.720487524356161,0.189025654224679,0.222736948361022,0.0562756567129066,0.350756122952415,-3.78392767054694,-1.03056040918475,-0.934645532674732,-0.166339198748271,0.0842605036700013
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De zon schijnt.","Er schijnt een zon.","","","Manual",-4.064666112264,-6.18773797154427,"True",-4.3661998907725,-5.4140277504921,"True",-2.65068538913121,-3.3293552849791,"True",-4.59034624908652,-5.18310488760471,"True",-2.16649273701478,-2.89979229494929,"True",-3.12096608282133,-3.47393833845854,"True",-2.3841853101164,-2.94796910136938,"True",-2.39295368414189,-2.99747461825609,"True",-11.9880868593852,-12.6536215373448,"True",-18.9714846611023,-16.4705013888223,"False",-1.6899468087222,-1.39367333178881,"False",-5.97932135837618,-5.30651796289853,"False",2.12307185928027,0.678669895847893,0.592758638518197,0.733299557934515,0.352972255637204,0.604520934114199,0.665534677959624,-2.50098327228001,-0.296273476933392,-0.672803395477656,1.04782785971959,0.563783791252977
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De aarde is bol.","Een aarde is bol.","","","Manual",-4.97185787558556,-6.9958428144455,"True",-5.18623796105385,-6.54064095020294,"True",-3.9931290547053,-6.14039542277654,"True",-5.36171426375707,-6.7832932472229,"True",-3.50282941261927,-4.59877015863146,"True",-5.7308989961942,-6.32046912397657,"True",-3.80794076124827,-4.48351444516863,"True",-3.86135447025299,-4.57005654275417,"True",-11.6271903174264,-12.4457695824759,"True",-16.2329510280064,-17.7482550484794,"True",-4.48846225660444,-4.51915125700387,"True",-7.03306039875107,-10.1799891293049,"True",2.02398493885994,2.14726636807124,1.42157898346583,1.09594074601219,0.589570127782368,0.708702072501183,0.818579265049525,1.51530402047294,0.030689000399434,3.14692873055381,1.35440298914909,0.675573683920361
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De sahara is erg heet.","Een sahara is erg heet.","","","Manual",-4.08710413745471,-4.42029694148472,"True",-4.96856735433851,-5.25775338922228,"True",-4.44310311647132,-5.53348863869905,"True",-6.0221006795764,-5.97285372531042,"False",-3.1972464909777,-3.26983466744423,"True",-3.40478847202612,-3.71228051901033,"True",-3.16755188761745,-3.12520245852118,"False",-3.24878196478821,-3.18011560521766,"False",-12.0988115310669,-12.5671984672546,"True",-11.8880329012871,-12.5367978453636,"True",-2.72401767960982,-2.44082806520455,"False",-8.48910047747195,-8.52447198592126,"True",0.333192804030009,1.09038552222773,-0.0492469542659819,0.0725881764665246,0.307492046984209,-0.068666359570555,0.468386936187743,0.648764944076538,-0.283189614405273,0.035371508449316,0.289186034883771,-0.0423494290962649
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Eiffeltoren staat in Parijs.","Er staat een Eiffeltoren in Parijs.","","","Chat-GPT",-3.98408639431,-4.04189157485962,"True",-3.34223152685445,-3.38340104743838,"True",-2.06507335607074,-2.678849878459,"True",-2.89268592054114,-3.92110718645805,"True",-1.92154790404972,-2.57048472273163,"True",-2.41669887593658,-2.64407233394256,"True",-1.98235071723585,-2.26564389954729,"True",-2.02463346757511,-2.22921585373842,"True",-11.054518699646,-11.6914819876353,"True",-9.86136865916937,-8.8119757232295,"False",-0.534291664088166,-0.597525159003756,"True",-3.9960440193885,-3.58426237000491,"False",0.0578051805496216,0.613776522388269,1.02842126591691,0.648936818681911,0.227373458005979,0.204582386163317,0.636963287989298,-1.04939293593987,0.0632334949155903,-0.411781649383589,0.0411695205839351,0.283293182311437
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Mona Lisa hangt in het Louvre.","Er hangt een Mona Lisa in het Louvre","","","Chat-GPT",-4.23765079251358,-4.36035192332097,"True",-4.37169379474861,-4.73938878306321,"True",-2.67171694469554,-3.18479970228774,"True",-3.68715875587341,-4.34513727457009,"True",-2.19507532956248,-2.99680890405381,"True",-2.70960117166661,-3.87435059600764,"True",-1.99926517964129,-2.85527864359954,"True",-2.04531573843401,-2.81761627388187,"True",-11.7208433151245,-12.3382983207703,"True",-10.1842783021592,-6.76754614833904,"False",-1.09984632216947,-0.331762777001131,"False",-3.7612621668377,-4.46435568891466,"True",0.1227011308074,0.513082757592201,0.657978518696671,0.801733574491333,1.16474942434103,0.772300535447853,0.617455005645752,-3.41673215382021,-0.768083545168338,0.70309352207696,0.367694988314594,0.856013463958251
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Toren van Pisa helt over.","Er helt een Toren van Pisa over.","","","Chat-GPT",-4.29672512039542,-4.60340281762183,"True",-4.85802425444126,-4.996665014161,"True",-4.11305440366268,-4.61308500983498,"True",-4.31751292794943,-6.1670178825205,"True",-3.6159968668595,-3.78188839012926,"True",-4.04733755066991,-4.00057029453191,"False",-3.5651830073446,-4.42653378573331,"True",-3.68793328832835,-4.42331765998494,"True",-11.9770819057118,-11.9291930993398,"False",-10.8527566313066,-10.533269393413,"False",-4.02128845896805,-4.27409897194329,"True",-5.58587995287962,-5.6623869766123,"True",0.306677697226405,0.500030606172301,1.84950495457107,0.165891523269767,-0.0467672561379997,0.735384371656585,-0.0478888063719776,-0.319487237893609,0.252810512975239,0.0765070237326793,0.138640759719743,0.861350778388706
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Taj Mahal staat in India.","Er staat een Taj Mahal in India.","","","Chat-GPT",-2.88034006769885,-2.99119372826277,"True",-4.3903095126152,-4.14098352856106,"False",-2.9585084060414,-3.19623834975064,"True",-4.70415274809218,-4.79361613728106,"True",-2.60049903092699,-3.00149915954098,"True",-3.66981592802687,-3.39990626554209,"False",-2.6178445927152,-2.84082679621642,"True",-2.68101416830905,-2.80117936763563,"True",-11.8599817969582,-11.9763464132945,"True",-9.44247920309532,-8.84471500868676,"False",-1.593102979802,-1.33103141963657,"False",-3.6701786744366,-3.67159050233507,"True",0.110853660563913,0.237729943709241,0.0894633891888796,0.401000128613992,-0.26990966248478,0.120165199326584,0.116364616336243,-0.597764194408558,-0.262071560165431,0.00141182789847161,-0.249325984054142,0.222982203501225
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Mona Lisa is beroemd.","Een mona Lisa is beroemd.","","","Chat-GPT",-5.12046588361263,-6.74640691280365,"True",-4.90901321843266,-6.83126254876455,"True",-2.88288895559963,-4.31654721572995,"True",-4.37789529636502,-5.1353565916419,"True",-2.71074979640543,-3.54469387368722,"True",-3.06834726708475,-4.31151333087209,"True",-2.5108165073907,-3.31199495392767,"True",-2.58373041497543,-3.38433504468677,"True",-11.8299534055922,-12.2634031507704,"True",-13.1688099270687,-13.2699704700046,"True",-4.15353827885701,-2.74069151227807,"False",-4.73658587038517,-8.18628161980046,"True",1.62594102919102,1.43365826013032,0.75746129527688,0.833944077281789,1.24316606378733,0.800604629711333,0.433449745178223,0.101160542935961,-1.41284676657894,3.44969574941529,1.92224933033188,0.801178446536968
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Amazonerivier is lang.","Een Amazonerivier is lang.","","","Chat-GPT",-5.26879199345907,-6.30869787931442,"True",-6.02105057239532,-6.86894647280375,"True",-5.39023020304739,-6.29691885784268,"True",-6.60124946013093,-7.35471832565963,"True",-3.86280932935188,-4.05076721310616,"True",-5.22996759368107,-5.52551180703772,"True",-3.98097874107771,-4.56019290826387,"True",-4.10613990604179,-4.72495902412468,"True",-12.375615755717,-12.693371242947,"True",-12.7695297002792,-12.9168647289276,"True",-5.51162306801416,-5.16536920248473,"False",-7.79711937503889,-8.69698355942965,"True",1.03990588585536,0.906688654795289,0.753468865528703,0.187957883754279,0.295544213356657,0.618819118082886,0.317755487230089,0.147335028648376,-0.346253865529434,0.899864184390753,0.847895900408427,0.579214167186162
1,"naamwoordelijke_constituent","5. Definite, Indefinite, Categorical and Generic Noun Phrases","Bepaalde en onbepaalde naamwoordelijke constituenten","De Sahara is droog.","Een Sahara is droog.","","","Chat-GPT",-5.8610874414444,-7.30325436592102,"True",-5.18247589468956,-6.20699495077133,"True",-4.35739708159651,-5.70092294471605,"True",-7.09380378041949,-6.83979110206876,"False",-2.974289951846,-3.44111464172602,"True",-3.8143648635596,-4.36972343673309,"True",-3.18187998281792,-3.41317890170548,"True",-3.28495969530195,-3.48360055353906,"True",-13.0503877401352,-13.3256589174271,"True",-17.0962343897138,-18.9280369622367,"True",-3.02885063440148,-4.60849284585648,"True",-6.89550540170499,-8.66494783226933,"True",1.44216692447662,1.34352586311953,-0.254012678350721,0.466824689880013,0.555358573173483,0.198640858237114,0.27527117729187,1.83180257252285,1.579642211455,1.76944243056434,1.02451905608177,0.231298918887559
